ESPECIAL;27;
DIESEL;21;
ESPECIAL;14;
DIESEL;24;
ESPECIAL;7;
DIESEL;23;
SUPER;26;
SUPER;14;
SUPER;25;
DIESEL;8;
SUPER;24;
SUPER;23;
SUPER;26;
REGULAR;28;
DIESEL;6;
DIESEL;7;
ESPECIAL;18;
REGULAR;15;
SUPER;5;
REGULAR;26;
SUPER;21;
REGULAR;7;
REGULAR;6;
SUPER;27;
DIESEL;5;
REGULAR;24;
REGULAR;16;
SUPER;22;
SUPER;18;
ESPECIAL;26;
SUPER;12;
REGULAR;18;
DIESEL;28;
DIESEL;14;
SUPER;7;
DIESEL;20;
DIESEL;10;
SUPER;17;
DIESEL;10;
REGULAR;30;
REGULAR;20;
ESPECIAL;7;
SUPER;28;
SUPER;22;
ESPECIAL;22;
SUPER;6;
SUPER;22;
SUPER;9;
