REGULAR;13;
REGULAR;7;
SUPER;22;
DIESEL;23;
REGULAR;14;
REGULAR;7;
ESPECIAL;27;
SUPER;27;
REGULAR;28;
DIESEL;17;
ESPECIAL;10;
DIESEL;7;
ESPECIAL;19;
DIESEL;16;
ESPECIAL;22;
REGULAR;7;
SUPER;26;
SUPER;30;
REGULAR;9;
ESPECIAL;11;
ESPECIAL;28;
REGULAR;28;
REGULAR;27;
SUPER;24;
REGULAR;20;
ESPECIAL;11;
ESPECIAL;10;
REGULAR;15;
ESPECIAL;29;
SUPER;15;
SUPER;20;
SUPER;16;
SUPER;18;
SUPER;27;
ESPECIAL;8;
DIESEL;25;
ESPECIAL;15;
REGULAR;17;
REGULAR;22;
ESPECIAL;19;
SUPER;19;
ESPECIAL;18;
DIESEL;30;
ESPECIAL;12;
ESPECIAL;13;
SUPER;12;
REGULAR;20;
SUPER;18;
SUPER;10;
DIESEL;5;
REGULAR;12;
