SUPER;21;
ESPECIAL;25;
ESPECIAL;30;
ESPECIAL;10;
SUPER;16;
ESPECIAL;26;
DIESEL;17;
ESPECIAL;6;
ESPECIAL;25;
DIESEL;21;
SUPER;12;
SUPER;28;
ESPECIAL;13;
REGULAR;23;
REGULAR;8;
SUPER;15;
DIESEL;22;
DIESEL;20;
REGULAR;24;
DIESEL;15;
DIESEL;18;
REGULAR;7;
ESPECIAL;20;
DIESEL;11;
SUPER;6;
REGULAR;23;
DIESEL;20;
DIESEL;22;
SUPER;21;
DIESEL;8;
DIESEL;24;
DIESEL;28;
DIESEL;10;
SUPER;17;
ESPECIAL;18;
ESPECIAL;28;
ESPECIAL;27;
DIESEL;7;
SUPER;21;
ESPECIAL;10;
ESPECIAL;14;
REGULAR;14;
ESPECIAL;10;
ESPECIAL;14;
REGULAR;18;
ESPECIAL;8;
