ESPECIAL;5;
ESPECIAL;21;
REGULAR;11;
ESPECIAL;8;
SUPER;23;
ESPECIAL;11;
DIESEL;20;
DIESEL;29;
DIESEL;24;
ESPECIAL;27;
SUPER;5;
REGULAR;24;
ESPECIAL;21;
REGULAR;14;
REGULAR;14;
REGULAR;24;
ESPECIAL;20;
SUPER;23;
REGULAR;11;
DIESEL;16;
DIESEL;8;
REGULAR;25;
DIESEL;7;
SUPER;12;
SUPER;20;
REGULAR;29;
SUPER;26;
REGULAR;23;
ESPECIAL;19;
SUPER;16;
SUPER;20;
DIESEL;6;
REGULAR;18;
REGULAR;25;
REGULAR;8;
REGULAR;22;
ESPECIAL;7;
REGULAR;30;
REGULAR;26;
SUPER;12;
ESPECIAL;7;
SUPER;12;
REGULAR;15;
DIESEL;21;
REGULAR;7;
SUPER;23;
SUPER;30;
DIESEL;23;
SUPER;24;
SUPER;13;
