SUPER;20;
REGULAR;15;
DIESEL;17;
DIESEL;15;
REGULAR;11;
ESPECIAL;19;
SUPER;28;
ESPECIAL;14;
ESPECIAL;24;
REGULAR;17;
DIESEL;30;
DIESEL;13;
ESPECIAL;13;
ESPECIAL;23;
ESPECIAL;26;
DIESEL;30;
DIESEL;10;
SUPER;26;
ESPECIAL;15;
SUPER;10;
REGULAR;9;
ESPECIAL;27;
REGULAR;5;
REGULAR;26;
REGULAR;28;
DIESEL;16;
REGULAR;14;
ESPECIAL;22;
ESPECIAL;9;
SUPER;27;
REGULAR;17;
SUPER;27;
SUPER;13;
SUPER;26;
ESPECIAL;25;
ESPECIAL;13;
REGULAR;20;
SUPER;22;
DIESEL;23;
DIESEL;13;
DIESEL;17;
SUPER;20;
DIESEL;19;
DIESEL;14;
REGULAR;6;
ESPECIAL;8;
ESPECIAL;21;
SUPER;8;
REGULAR;20;
ESPECIAL;22;
REGULAR;9;
DIESEL;18;
DIESEL;5;
DIESEL;29;
ESPECIAL;7;
DIESEL;28;
SUPER;6;
DIESEL;27;
