SUPER;25;
ESPECIAL;18;
REGULAR;18;
REGULAR;5;
DIESEL;27;
REGULAR;30;
REGULAR;11;
ESPECIAL;16;
REGULAR;22;
REGULAR;16;
ESPECIAL;18;
SUPER;23;
DIESEL;25;
ESPECIAL;28;
REGULAR;7;
SUPER;20;
DIESEL;22;
ESPECIAL;5;
ESPECIAL;28;
DIESEL;29;
REGULAR;20;
REGULAR;13;
ESPECIAL;14;
SUPER;8;
ESPECIAL;20;
SUPER;24;
ESPECIAL;15;
ESPECIAL;14;
REGULAR;6;
REGULAR;26;
DIESEL;24;
DIESEL;13;
DIESEL;29;
DIESEL;12;
REGULAR;23;
ESPECIAL;30;
DIESEL;16;
ESPECIAL;21;
DIESEL;25;
REGULAR;12;
ESPECIAL;18;
DIESEL;27;
DIESEL;11;
REGULAR;23;
SUPER;14;
SUPER;22;
ESPECIAL;25;
SUPER;11;
