SUPER;22;
DIESEL;26;
DIESEL;18;
DIESEL;5;
DIESEL;7;
REGULAR;20;
SUPER;11;
REGULAR;27;
SUPER;30;
SUPER;9;
ESPECIAL;21;
SUPER;23;
ESPECIAL;28;
REGULAR;17;
REGULAR;6;
SUPER;26;
ESPECIAL;17;
REGULAR;13;
REGULAR;12;
SUPER;25;
DIESEL;12;
REGULAR;24;
REGULAR;28;
SUPER;27;
SUPER;23;
SUPER;15;
DIESEL;16;
SUPER;16;
SUPER;17;
DIESEL;22;
ESPECIAL;26;
SUPER;26;
SUPER;26;
REGULAR;24;
DIESEL;22;
ESPECIAL;26;
REGULAR;28;
REGULAR;28;
ESPECIAL;19;
SUPER;13;
REGULAR;27;
DIESEL;19;
SUPER;6;
SUPER;5;
REGULAR;14;
REGULAR;21;
SUPER;12;
