DIESEL;21;
REGULAR;25;
SUPER;9;
REGULAR;22;
ESPECIAL;13;
DIESEL;27;
SUPER;17;
ESPECIAL;19;
REGULAR;29;
REGULAR;23;
ESPECIAL;30;
SUPER;10;
DIESEL;9;
SUPER;19;
REGULAR;22;
ESPECIAL;30;
SUPER;25;
DIESEL;8;
ESPECIAL;30;
ESPECIAL;16;
SUPER;12;
ESPECIAL;9;
DIESEL;24;
REGULAR;17;
REGULAR;8;
ESPECIAL;26;
REGULAR;20;
ESPECIAL;19;
DIESEL;7;
ESPECIAL;12;
ESPECIAL;8;
DIESEL;11;
ESPECIAL;22;
ESPECIAL;16;
ESPECIAL;13;
SUPER;28;
ESPECIAL;27;
REGULAR;21;
ESPECIAL;8;
REGULAR;15;
ESPECIAL;27;
SUPER;29;
REGULAR;16;
DIESEL;27;
REGULAR;18;
SUPER;28;
SUPER;9;
