SUPER;20;
ESPECIAL;18;
DIESEL;16;
REGULAR;12;
SUPER;12;
DIESEL;27;
REGULAR;16;
ESPECIAL;19;
DIESEL;9;
REGULAR;12;
REGULAR;26;
DIESEL;30;
SUPER;19;
DIESEL;8;
SUPER;24;
DIESEL;23;
ESPECIAL;16;
ESPECIAL;14;
ESPECIAL;11;
SUPER;30;
SUPER;7;
SUPER;10;
DIESEL;21;
ESPECIAL;21;
ESPECIAL;13;
ESPECIAL;28;
SUPER;23;
ESPECIAL;15;
DIESEL;21;
ESPECIAL;24;
ESPECIAL;10;
REGULAR;22;
ESPECIAL;6;
ESPECIAL;28;
REGULAR;29;
DIESEL;29;
DIESEL;21;
ESPECIAL;25;
SUPER;11;
REGULAR;7;
ESPECIAL;25;
SUPER;22;
ESPECIAL;13;
SUPER;5;
ESPECIAL;28;
REGULAR;15;
ESPECIAL;10;
DIESEL;6;
ESPECIAL;13;
ESPECIAL;20;
SUPER;7;
SUPER;7;
DIESEL;9;
DIESEL;10;
SUPER;24;
SUPER;29;
DIESEL;7;
REGULAR;23;
ESPECIAL;20;
