DIESEL;26;
ESPECIAL;29;
REGULAR;6;
DIESEL;24;
ESPECIAL;18;
REGULAR;29;
ESPECIAL;19;
DIESEL;21;
SUPER;5;
SUPER;23;
ESPECIAL;10;
SUPER;13;
ESPECIAL;14;
DIESEL;10;
DIESEL;27;
REGULAR;29;
DIESEL;16;
REGULAR;21;
SUPER;10;
SUPER;13;
ESPECIAL;29;
REGULAR;17;
REGULAR;6;
SUPER;27;
DIESEL;6;
DIESEL;17;
REGULAR;8;
SUPER;12;
REGULAR;21;
ESPECIAL;5;
DIESEL;14;
REGULAR;13;
SUPER;27;
SUPER;5;
DIESEL;24;
REGULAR;20;
REGULAR;10;
SUPER;16;
REGULAR;6;
ESPECIAL;24;
ESPECIAL;5;
ESPECIAL;30;
SUPER;12;
SUPER;22;
DIESEL;28;
DIESEL;15;
REGULAR;26;
REGULAR;21;
DIESEL;18;
SUPER;18;
REGULAR;22;
SUPER;18;
DIESEL;7;
REGULAR;14;
REGULAR;30;
SUPER;21;
ESPECIAL;24;
ESPECIAL;25;
REGULAR;21;
DIESEL;25;
ESPECIAL;8;
