SUPER;24;
SUPER;27;
DIESEL;12;
REGULAR;19;
DIESEL;13;
ESPECIAL;16;
REGULAR;21;
SUPER;17;
REGULAR;28;
ESPECIAL;10;
DIESEL;7;
SUPER;17;
REGULAR;26;
ESPECIAL;28;
REGULAR;6;
ESPECIAL;13;
REGULAR;11;
SUPER;17;
SUPER;10;
SUPER;20;
REGULAR;7;
REGULAR;6;
SUPER;11;
ESPECIAL;12;
ESPECIAL;24;
REGULAR;7;
SUPER;22;
SUPER;22;
SUPER;27;
DIESEL;21;
REGULAR;9;
ESPECIAL;16;
SUPER;22;
ESPECIAL;7;
DIESEL;10;
ESPECIAL;20;
REGULAR;10;
DIESEL;7;
DIESEL;19;
DIESEL;27;
SUPER;8;
DIESEL;6;
DIESEL;14;
SUPER;5;
SUPER;14;
SUPER;17;
REGULAR;24;
ESPECIAL;17;
REGULAR;22;
DIESEL;12;
SUPER;14;
ESPECIAL;30;
DIESEL;18;
