REGULAR;23;
REGULAR;17;
REGULAR;29;
REGULAR;23;
SUPER;21;
REGULAR;30;
ESPECIAL;24;
SUPER;30;
REGULAR;7;
SUPER;26;
ESPECIAL;12;
SUPER;15;
SUPER;19;
DIESEL;30;
REGULAR;10;
SUPER;15;
ESPECIAL;27;
SUPER;26;
ESPECIAL;8;
REGULAR;24;
DIESEL;29;
DIESEL;26;
REGULAR;29;
REGULAR;18;
REGULAR;26;
REGULAR;23;
DIESEL;25;
REGULAR;28;
SUPER;29;
SUPER;7;
SUPER;7;
ESPECIAL;28;
REGULAR;28;
ESPECIAL;13;
SUPER;21;
ESPECIAL;11;
SUPER;5;
ESPECIAL;30;
DIESEL;16;
REGULAR;20;
DIESEL;11;
SUPER;11;
DIESEL;20;
ESPECIAL;30;
ESPECIAL;28;
REGULAR;19;
DIESEL;30;
ESPECIAL;26;
DIESEL;21;
REGULAR;9;
REGULAR;6;
SUPER;9;
REGULAR;23;
