DIESEL;20;
DIESEL;23;
SUPER;12;
REGULAR;29;
ESPECIAL;6;
ESPECIAL;29;
REGULAR;21;
SUPER;8;
DIESEL;8;
DIESEL;6;
ESPECIAL;6;
SUPER;12;
DIESEL;28;
REGULAR;13;
SUPER;21;
REGULAR;27;
SUPER;14;
REGULAR;17;
REGULAR;24;
SUPER;22;
REGULAR;21;
REGULAR;8;
ESPECIAL;22;
SUPER;20;
REGULAR;22;
SUPER;24;
REGULAR;22;
ESPECIAL;10;
ESPECIAL;5;
ESPECIAL;27;
DIESEL;18;
DIESEL;13;
DIESEL;11;
REGULAR;11;
SUPER;13;
ESPECIAL;28;
DIESEL;18;
SUPER;7;
SUPER;16;
ESPECIAL;10;
ESPECIAL;18;
DIESEL;30;
DIESEL;24;
REGULAR;13;
SUPER;11;
REGULAR;29;
DIESEL;15;
SUPER;10;
REGULAR;6;
SUPER;25;
ESPECIAL;28;
REGULAR;25;
REGULAR;11;
SUPER;15;
SUPER;28;
SUPER;12;
DIESEL;22;
