REGULAR;5;
REGULAR;28;
REGULAR;29;
SUPER;6;
SUPER;10;
DIESEL;27;
SUPER;21;
REGULAR;16;
ESPECIAL;18;
DIESEL;23;
DIESEL;18;
SUPER;7;
DIESEL;11;
DIESEL;6;
SUPER;6;
ESPECIAL;20;
DIESEL;15;
DIESEL;21;
REGULAR;8;
DIESEL;8;
DIESEL;18;
SUPER;29;
ESPECIAL;22;
ESPECIAL;23;
DIESEL;11;
ESPECIAL;25;
ESPECIAL;8;
DIESEL;6;
SUPER;18;
ESPECIAL;23;
REGULAR;22;
ESPECIAL;7;
DIESEL;12;
SUPER;5;
REGULAR;25;
SUPER;26;
ESPECIAL;26;
REGULAR;18;
REGULAR;15;
DIESEL;16;
ESPECIAL;9;
SUPER;23;
DIESEL;27;
SUPER;12;
REGULAR;19;
DIESEL;16;
DIESEL;25;
ESPECIAL;17;
ESPECIAL;23;
DIESEL;26;
SUPER;21;
SUPER;24;
DIESEL;29;
DIESEL;20;
