DIESEL;14;
DIESEL;21;
SUPER;20;
REGULAR;30;
REGULAR;15;
DIESEL;16;
ESPECIAL;19;
ESPECIAL;23;
REGULAR;30;
ESPECIAL;13;
SUPER;24;
ESPECIAL;20;
SUPER;16;
REGULAR;17;
ESPECIAL;10;
DIESEL;15;
SUPER;6;
DIESEL;29;
DIESEL;17;
REGULAR;12;
SUPER;6;
SUPER;11;
DIESEL;25;
ESPECIAL;7;
SUPER;30;
REGULAR;25;
ESPECIAL;12;
DIESEL;30;
ESPECIAL;16;
REGULAR;18;
DIESEL;19;
SUPER;13;
REGULAR;21;
DIESEL;12;
ESPECIAL;21;
REGULAR;20;
ESPECIAL;21;
DIESEL;30;
REGULAR;7;
SUPER;19;
ESPECIAL;20;
SUPER;22;
DIESEL;29;
DIESEL;16;
SUPER;30;
SUPER;21;
REGULAR;18;
DIESEL;16;
SUPER;8;
REGULAR;15;
DIESEL;27;
