SUPER;16;
DIESEL;28;
SUPER;14;
SUPER;5;
REGULAR;25;
REGULAR;17;
ESPECIAL;14;
REGULAR;16;
DIESEL;23;
ESPECIAL;25;
ESPECIAL;24;
DIESEL;25;
SUPER;22;
DIESEL;25;
DIESEL;10;
DIESEL;9;
DIESEL;6;
SUPER;24;
ESPECIAL;15;
DIESEL;14;
DIESEL;21;
SUPER;22;
REGULAR;11;
DIESEL;16;
SUPER;19;
SUPER;15;
REGULAR;14;
ESPECIAL;28;
SUPER;19;
SUPER;30;
REGULAR;29;
DIESEL;17;
ESPECIAL;13;
ESPECIAL;8;
REGULAR;26;
DIESEL;9;
DIESEL;18;
DIESEL;6;
SUPER;6;
ESPECIAL;7;
REGULAR;8;
SUPER;30;
SUPER;10;
ESPECIAL;21;
SUPER;10;
REGULAR;26;
SUPER;28;
REGULAR;19;
REGULAR;9;
REGULAR;16;
ESPECIAL;9;
ESPECIAL;25;
ESPECIAL;28;
SUPER;24;
DIESEL;6;
SUPER;24;
DIESEL;21;
