REGULAR;23;
ESPECIAL;23;
DIESEL;27;
REGULAR;5;
SUPER;12;
DIESEL;10;
DIESEL;19;
REGULAR;14;
DIESEL;12;
DIESEL;28;
REGULAR;9;
REGULAR;20;
DIESEL;5;
ESPECIAL;18;
DIESEL;8;
ESPECIAL;30;
SUPER;16;
REGULAR;11;
DIESEL;24;
ESPECIAL;28;
SUPER;15;
DIESEL;18;
SUPER;24;
REGULAR;22;
ESPECIAL;17;
ESPECIAL;16;
DIESEL;11;
SUPER;6;
REGULAR;26;
REGULAR;12;
REGULAR;23;
SUPER;26;
REGULAR;11;
ESPECIAL;20;
REGULAR;25;
SUPER;23;
SUPER;13;
DIESEL;15;
REGULAR;25;
REGULAR;25;
SUPER;12;
ESPECIAL;21;
REGULAR;21;
SUPER;24;
DIESEL;13;
DIESEL;28;
SUPER;21;
DIESEL;9;
DIESEL;20;
DIESEL;19;
SUPER;21;
