REGULAR;20;
DIESEL;20;
SUPER;26;
REGULAR;15;
ESPECIAL;19;
REGULAR;25;
ESPECIAL;22;
DIESEL;12;
ESPECIAL;8;
REGULAR;21;
ESPECIAL;27;
REGULAR;16;
REGULAR;19;
ESPECIAL;28;
REGULAR;24;
ESPECIAL;25;
SUPER;5;
REGULAR;29;
DIESEL;26;
DIESEL;30;
ESPECIAL;26;
REGULAR;26;
DIESEL;26;
DIESEL;19;
DIESEL;28;
REGULAR;12;
REGULAR;23;
ESPECIAL;9;
REGULAR;26;
SUPER;8;
ESPECIAL;6;
ESPECIAL;22;
ESPECIAL;16;
ESPECIAL;25;
DIESEL;22;
ESPECIAL;13;
DIESEL;25;
ESPECIAL;10;
SUPER;24;
DIESEL;18;
DIESEL;13;
DIESEL;10;
REGULAR;20;
