REGULAR;23;
REGULAR;10;
ESPECIAL;11;
REGULAR;22;
REGULAR;6;
ESPECIAL;28;
ESPECIAL;20;
SUPER;9;
DIESEL;20;
SUPER;24;
ESPECIAL;12;
ESPECIAL;17;
DIESEL;6;
SUPER;28;
SUPER;19;
SUPER;13;
SUPER;20;
DIESEL;11;
REGULAR;10;
DIESEL;28;
REGULAR;29;
ESPECIAL;27;
DIESEL;10;
ESPECIAL;28;
REGULAR;13;
REGULAR;11;
REGULAR;26;
REGULAR;9;
SUPER;28;
DIESEL;20;
ESPECIAL;26;
ESPECIAL;30;
DIESEL;16;
DIESEL;26;
DIESEL;19;
DIESEL;10;
ESPECIAL;27;
REGULAR;21;
REGULAR;28;
DIESEL;13;
ESPECIAL;17;
DIESEL;6;
SUPER;30;
REGULAR;29;
