ESPECIAL;30;
REGULAR;23;
DIESEL;23;
REGULAR;14;
SUPER;27;
SUPER;10;
SUPER;12;
DIESEL;26;
ESPECIAL;27;
REGULAR;5;
SUPER;8;
ESPECIAL;7;
SUPER;11;
DIESEL;18;
REGULAR;7;
DIESEL;9;
DIESEL;16;
ESPECIAL;22;
ESPECIAL;24;
DIESEL;8;
REGULAR;6;
SUPER;24;
DIESEL;23;
SUPER;29;
DIESEL;18;
DIESEL;15;
DIESEL;25;
REGULAR;29;
REGULAR;13;
REGULAR;11;
DIESEL;22;
REGULAR;9;
SUPER;5;
DIESEL;23;
REGULAR;13;
REGULAR;21;
SUPER;15;
ESPECIAL;25;
ESPECIAL;18;
SUPER;30;
DIESEL;7;
SUPER;14;
REGULAR;29;
SUPER;26;
DIESEL;25;
DIESEL;12;
DIESEL;21;
REGULAR;9;
SUPER;30;
REGULAR;16;
SUPER;15;
REGULAR;29;
