ESPECIAL;25;
DIESEL;12;
ESPECIAL;12;
ESPECIAL;18;
REGULAR;17;
DIESEL;27;
ESPECIAL;24;
DIESEL;25;
ESPECIAL;19;
REGULAR;22;
ESPECIAL;26;
ESPECIAL;23;
REGULAR;26;
ESPECIAL;5;
SUPER;11;
REGULAR;26;
REGULAR;30;
ESPECIAL;21;
ESPECIAL;14;
ESPECIAL;6;
DIESEL;15;
REGULAR;26;
SUPER;6;
REGULAR;29;
SUPER;20;
REGULAR;9;
SUPER;7;
SUPER;10;
REGULAR;30;
DIESEL;19;
REGULAR;29;
ESPECIAL;26;
REGULAR;13;
DIESEL;19;
REGULAR;28;
SUPER;28;
ESPECIAL;6;
SUPER;10;
REGULAR;25;
DIESEL;8;
REGULAR;14;
DIESEL;12;
ESPECIAL;8;
DIESEL;20;
ESPECIAL;21;
REGULAR;9;
DIESEL;26;
REGULAR;20;
REGULAR;22;
REGULAR;28;
SUPER;25;
DIESEL;12;
SUPER;19;
REGULAR;17;
SUPER;15;
ESPECIAL;19;
SUPER;7;
REGULAR;30;
