REGULAR;26;
REGULAR;17;
ESPECIAL;22;
REGULAR;6;
DIESEL;16;
REGULAR;20;
ESPECIAL;24;
ESPECIAL;17;
SUPER;25;
REGULAR;13;
ESPECIAL;14;
REGULAR;16;
ESPECIAL;26;
SUPER;27;
ESPECIAL;24;
DIESEL;27;
ESPECIAL;20;
SUPER;17;
DIESEL;26;
DIESEL;20;
ESPECIAL;16;
REGULAR;30;
ESPECIAL;22;
REGULAR;29;
REGULAR;25;
REGULAR;16;
SUPER;17;
SUPER;26;
ESPECIAL;18;
DIESEL;19;
SUPER;27;
SUPER;10;
ESPECIAL;26;
ESPECIAL;26;
DIESEL;27;
REGULAR;25;
DIESEL;5;
REGULAR;19;
ESPECIAL;20;
SUPER;25;
DIESEL;30;
REGULAR;6;
REGULAR;24;
REGULAR;29;
SUPER;15;
SUPER;23;
REGULAR;12;
ESPECIAL;21;
REGULAR;7;
ESPECIAL;15;
SUPER;30;
SUPER;18;
SUPER;14;
ESPECIAL;21;
REGULAR;22;
REGULAR;23;
DIESEL;21;
SUPER;23;
REGULAR;12;
DIESEL;25;
REGULAR;29;
ESPECIAL;12;
SUPER;12;
