REGULAR;13;
DIESEL;23;
ESPECIAL;16;
ESPECIAL;17;
DIESEL;23;
DIESEL;7;
REGULAR;9;
REGULAR;7;
DIESEL;23;
DIESEL;27;
DIESEL;6;
ESPECIAL;18;
REGULAR;7;
REGULAR;27;
DIESEL;23;
ESPECIAL;8;
SUPER;26;
ESPECIAL;7;
ESPECIAL;25;
SUPER;30;
ESPECIAL;6;
ESPECIAL;27;
REGULAR;24;
SUPER;21;
REGULAR;9;
SUPER;27;
REGULAR;16;
REGULAR;29;
ESPECIAL;11;
SUPER;18;
ESPECIAL;23;
SUPER;24;
ESPECIAL;26;
DIESEL;30;
REGULAR;14;
SUPER;10;
DIESEL;22;
SUPER;16;
REGULAR;17;
DIESEL;27;
SUPER;24;
ESPECIAL;12;
DIESEL;19;
ESPECIAL;10;
REGULAR;21;
ESPECIAL;18;
REGULAR;14;
SUPER;18;
