ESPECIAL;10;
DIESEL;25;
REGULAR;18;
REGULAR;14;
REGULAR;6;
ESPECIAL;19;
SUPER;20;
REGULAR;19;
SUPER;26;
SUPER;23;
SUPER;19;
REGULAR;11;
DIESEL;28;
DIESEL;28;
REGULAR;26;
DIESEL;25;
REGULAR;28;
REGULAR;29;
REGULAR;27;
ESPECIAL;21;
REGULAR;20;
SUPER;25;
DIESEL;14;
SUPER;27;
DIESEL;10;
DIESEL;22;
DIESEL;27;
ESPECIAL;14;
DIESEL;30;
ESPECIAL;22;
DIESEL;28;
REGULAR;5;
ESPECIAL;29;
DIESEL;21;
REGULAR;5;
ESPECIAL;8;
SUPER;27;
ESPECIAL;6;
ESPECIAL;30;
SUPER;28;
SUPER;19;
SUPER;28;
ESPECIAL;24;
SUPER;15;
REGULAR;23;
DIESEL;30;
REGULAR;27;
SUPER;23;
SUPER;10;
