REGULAR;14;
ESPECIAL;23;
SUPER;23;
DIESEL;10;
SUPER;26;
DIESEL;15;
REGULAR;18;
ESPECIAL;5;
ESPECIAL;11;
ESPECIAL;10;
SUPER;14;
REGULAR;24;
REGULAR;11;
DIESEL;19;
REGULAR;6;
REGULAR;16;
SUPER;22;
REGULAR;12;
SUPER;29;
DIESEL;6;
DIESEL;9;
REGULAR;17;
DIESEL;13;
ESPECIAL;24;
DIESEL;17;
REGULAR;6;
ESPECIAL;7;
SUPER;21;
ESPECIAL;21;
DIESEL;30;
ESPECIAL;22;
ESPECIAL;28;
REGULAR;11;
SUPER;12;
DIESEL;16;
DIESEL;10;
DIESEL;30;
DIESEL;12;
REGULAR;29;
ESPECIAL;12;
SUPER;27;
REGULAR;13;
REGULAR;20;
ESPECIAL;23;
SUPER;20;
ESPECIAL;19;
REGULAR;6;
