REGULAR;20;
ESPECIAL;30;
DIESEL;15;
REGULAR;6;
SUPER;22;
SUPER;8;
SUPER;14;
REGULAR;24;
ESPECIAL;26;
DIESEL;18;
SUPER;10;
REGULAR;5;
ESPECIAL;12;
REGULAR;29;
SUPER;22;
REGULAR;29;
ESPECIAL;12;
REGULAR;5;
DIESEL;19;
REGULAR;6;
REGULAR;6;
REGULAR;13;
REGULAR;20;
REGULAR;17;
REGULAR;5;
REGULAR;10;
ESPECIAL;24;
REGULAR;11;
REGULAR;21;
REGULAR;14;
REGULAR;5;
DIESEL;19;
ESPECIAL;21;
REGULAR;5;
REGULAR;15;
DIESEL;24;
SUPER;24;
REGULAR;8;
SUPER;22;
DIESEL;9;
ESPECIAL;19;
ESPECIAL;30;
REGULAR;15;
REGULAR;25;
REGULAR;17;
SUPER;23;
DIESEL;15;
