DIESEL;5;
SUPER;24;
SUPER;5;
ESPECIAL;9;
SUPER;16;
REGULAR;22;
DIESEL;7;
DIESEL;26;
SUPER;21;
DIESEL;27;
ESPECIAL;11;
DIESEL;13;
SUPER;5;
DIESEL;8;
ESPECIAL;22;
SUPER;20;
SUPER;16;
DIESEL;18;
ESPECIAL;15;
REGULAR;30;
ESPECIAL;27;
DIESEL;10;
DIESEL;27;
ESPECIAL;15;
SUPER;13;
DIESEL;30;
ESPECIAL;8;
REGULAR;13;
ESPECIAL;28;
ESPECIAL;18;
DIESEL;12;
SUPER;8;
DIESEL;23;
REGULAR;15;
REGULAR;21;
DIESEL;7;
ESPECIAL;19;
ESPECIAL;10;
SUPER;14;
SUPER;30;
DIESEL;12;
REGULAR;8;
DIESEL;28;
REGULAR;27;
DIESEL;16;
REGULAR;10;
ESPECIAL;18;
SUPER;5;
REGULAR;6;
REGULAR;10;
SUPER;17;
SUPER;16;
REGULAR;16;
SUPER;23;
ESPECIAL;28;
DIESEL;22;
DIESEL;23;
REGULAR;25;
DIESEL;14;
ESPECIAL;30;
